"Time","A2H058"
00:00:00 01/08/2008,       0.049
00:00:00 01/09/2008,       0.050
00:00:00 01/10/2008,       0.035
00:00:00 01/11/2008,       0.029
00:00:00 01/12/2008,       0.077
00:00:00 01/01/2009,       0.035
00:00:00 01/02/2009,       0.109
00:00:00 01/03/2009,       0.126
00:00:00 01/04/2009,       0.134
00:00:00 01/05/2009,       0.049
00:00:00 01/06/2009,       0.057
00:00:00 01/07/2009,       0.062
00:00:00 01/08/2009,       0.049
00:00:00 01/09/2009,""
00:00:00 01/10/2009,       0.041
00:00:00 01/11/2009,       0.031
00:00:00 01/12/2009,       0.044
00:00:00 01/01/2010,       0.046
00:00:00 01/02/2010,       0.191
00:00:00 01/03/2010,       0.104
00:00:00 01/04/2010,       0.090
00:00:00 01/05/2010,       0.180
00:00:00 01/06/2010,       0.201
00:00:00 01/07/2010,       0.071
00:00:00 01/08/2010,       0.068
00:00:00 01/09/2010,       0.063
00:00:00 01/10/2010,       0.034
00:00:00 01/11/2010,       0.012
00:00:00 01/12/2010,       0.009
00:00:00 01/01/2011,       0.140
00:00:00 01/02/2011,       0.246
00:00:00 01/03/2011,       0.075
00:00:00 01/04/2011,       0.168
00:00:00 01/05/2011,       0.139
00:00:00 01/06/2011,       0.128
00:00:00 01/07/2011,       0.120
00:00:00 01/08/2011,       0.089
00:00:00 01/09/2011,       0.079
00:00:00 01/10/2011,       0.042
00:00:00 01/11/2011,       0.059
00:00:00 01/12/2011,       0.046
00:00:00 01/01/2012,       0.044
00:00:00 01/02/2012,       0.032
00:00:00 01/03/2012,       0.025
00:00:00 01/04/2012,       0.014
00:00:00 01/05/2012,       0.016
00:00:00 01/06/2012,       0.025
00:00:00 01/07/2012,       0.038
00:00:00 01/08/2012,       0.038
00:00:00 01/09/2012,       0.017
00:00:00 01/10/2012,       0.025
00:00:00 01/11/2012,       0.075
00:00:00 01/12/2012,       0.241
00:00:00 01/01/2013,       0.076
00:00:00 01/02/2013,       0.058
00:00:00 01/03/2013,       0.050
00:00:00 01/04/2013,       0.034
00:00:00 01/05/2013,       0.069
00:00:00 01/06/2013,       0.045
00:00:00 01/07/2013,       0.040
00:00:00 01/08/2013,       0.030
00:00:00 01/09/2013,       0.037
00:00:00 01/10/2013,       0.026
00:00:00 01/11/2013,       0.025
00:00:00 01/12/2013,       0.074
00:00:00 01/01/2014,       0.238
00:00:00 01/02/2014,       0.021
00:00:00 01/03/2014,       0.326
00:00:00 01/04/2014,       0.842
00:00:00 01/05/2014,       0.109
00:00:00 01/06/2014,       0.094
00:00:00 01/07/2014,       0.093
00:00:00 01/08/2014,       0.092
00:00:00 01/09/2014,       0.077
00:00:00 01/10/2014,       0.052
00:00:00 01/11/2014,       0.025
00:00:00 01/12/2014,       0.060
00:00:00 01/01/2015,       0.062
00:00:00 01/02/2015,       0.025
00:00:00 01/03/2015,       0.017
00:00:00 01/04/2015,       0.015
00:00:00 01/05/2015,       0.023
00:00:00 01/06/2015,       0.013
00:00:00 01/07/2015,       0.018
00:00:00 01/08/2015,       0.019
00:00:00 01/09/2015,       0.014
00:00:00 01/10/2015,       0.024
00:00:00 01/11/2015,       0.004
00:00:00 01/12/2015,       0.002
00:00:00 01/01/2016,       0.020
00:00:00 01/02/2016,       0.026
00:00:00 01/03/2016,       0.005
00:00:00 01/04/2016,       0.063
00:00:00 01/05/2016,       0.008
00:00:00 01/06/2016,       0.014
00:00:00 01/07/2016,       0.012
00:00:00 01/08/2016,       0.022
00:00:00 01/09/2016,       0.020
00:00:00 01/10/2016,       0.018
00:00:00 01/11/2016,       0.009
00:00:00 01/12/2016,       0.029
00:00:00 01/01/2017,       0.017
00:00:00 01/02/2017,       0.025
00:00:00 01/03/2017,       0.112
00:00:00 01/04/2017,       0.023
00:00:00 01/05/2017,       0.056
00:00:00 01/06/2017,       0.042
00:00:00 01/07/2017,       0.040
00:00:00 01/08/2017,       0.031
00:00:00 01/09/2017,       0.042
00:00:00 01/10/2017,""
00:00:00 01/11/2017,""
00:00:00 01/12/2017,""
00:00:00 01/01/2018,""
00:00:00 01/02/2018,""
00:00:00 01/03/2018,""
00:00:00 01/04/2018,       0.053
00:00:00 01/05/2018,       0.021
00:00:00 01/06/2018,""
