"Time","C2H003"
00:00:00 01/01/1982,       6.864
00:00:00 01/02/1982,       6.899
00:00:00 01/03/1982,      15.571
00:00:00 01/04/1982,      17.274
00:00:00 01/05/1982,      15.590
00:00:00 01/06/1982,      15.950
00:00:00 01/07/1982,      14.617
00:00:00 01/08/1982,      12.988
00:00:00 01/09/1982,      18.718
00:00:00 01/10/1982,      24.334
00:00:00 01/11/1982,      22.790
00:00:00 01/12/1982,      21.888
00:00:00 01/01/1983,      21.882
00:00:00 01/02/1983,      19.456
00:00:00 01/03/1983,      20.724
00:00:00 01/04/1983,      22.642
00:00:00 01/05/1983,      18.214
00:00:00 01/06/1983,      15.154
00:00:00 01/07/1983,       9.672
00:00:00 01/08/1983,      13.588
00:00:00 01/09/1983,       9.779
00:00:00 01/10/1983,      22.517
00:00:00 01/11/1983,      12.071
00:00:00 01/12/1983,       5.753
00:00:00 01/01/1984,       1.643
00:00:00 01/02/1984,       0.442
00:00:00 01/03/1984,      11.878
00:00:00 01/04/1984,      24.312
00:00:00 01/05/1984,      21.387
00:00:00 01/06/1984,       7.238
00:00:00 01/07/1984,       3.007
00:00:00 01/08/1984,      17.609
00:00:00 01/09/1984,      31.133
00:00:00 01/10/1984,      35.961
00:00:00 01/11/1984,      34.813
00:00:00 01/12/1984,      15.787
00:00:00 01/01/1985,      11.039
00:00:00 01/02/1985,      13.904
00:00:00 01/03/1985,       9.947
00:00:00 01/04/1985,       3.385
00:00:00 01/05/1985,       7.714
00:00:00 01/06/1985,       7.995
00:00:00 01/07/1985,      21.690
00:00:00 01/08/1985,      24.817
00:00:00 01/09/1985,      32.758
00:00:00 01/10/1985,      39.575
00:00:00 01/11/1985,      35.065
00:00:00 01/12/1985,       8.089
00:00:00 01/01/1986,       5.397
00:00:00 01/02/1986,       3.777
00:00:00 01/03/1986,       3.799
00:00:00 01/04/1986,      18.478
00:00:00 01/05/1986,       7.500
00:00:00 01/06/1986,       8.551
00:00:00 01/07/1986,      18.522
00:00:00 01/08/1986,      20.892
00:00:00 01/09/1986,      30.440
00:00:00 01/10/1986,      31.087
00:00:00 01/11/1986,      19.664
00:00:00 01/12/1986,       7.745
00:00:00 01/01/1987,       6.367
00:00:00 01/02/1987,       7.027
00:00:00 01/03/1987,       8.080
00:00:00 01/04/1987,       7.952
00:00:00 01/05/1987,       7.458
00:00:00 01/06/1987,       7.661
00:00:00 01/07/1987,      17.144
00:00:00 01/08/1987,      28.720
00:00:00 01/09/1987,      27.149
00:00:00 01/10/1987,      14.825
00:00:00 01/11/1987,       7.661
00:00:00 01/12/1987,       7.573
00:00:00 01/01/1988,      57.136
00:00:00 01/02/1988,      72.891
00:00:00 01/03/1988,      35.410
00:00:00 01/04/1988,     301.819
00:00:00 01/05/1988,      11.402
00:00:00 01/06/1988,       7.270
00:00:00 01/07/1988,       6.157
00:00:00 01/08/1988,       7.559
00:00:00 01/09/1988,       7.184
00:00:00 01/10/1988,       6.815
00:00:00 01/11/1988,      68.063
00:00:00 01/12/1988,      34.168
00:00:00 01/01/1989,      43.612
00:00:00 01/02/1989,     137.472
00:00:00 01/03/1989,     447.373
00:00:00 01/04/1989,     103.688
00:00:00 01/05/1989,       7.888
00:00:00 01/06/1989,       7.723
00:00:00 01/07/1989,       8.205
00:00:00 01/08/1989,      17.958
00:00:00 01/09/1989,       9.853
00:00:00 01/10/1989,      11.171
00:00:00 01/11/1989,      14.518
00:00:00 01/12/1989,       8.589
00:00:00 01/01/1990,       9.630
00:00:00 01/02/1990,       8.569
00:00:00 01/03/1990,      13.460
00:00:00 01/04/1990,       8.262
00:00:00 01/05/1990,       8.057
00:00:00 01/06/1990,       8.509
00:00:00 01/07/1990,       8.170
00:00:00 01/08/1990,      10.558
00:00:00 01/09/1990,      20.194
00:00:00 01/10/1990,      17.653
00:00:00 01/11/1990,      17.679
00:00:00 01/12/1990,      23.214
00:00:00 01/01/1991,      19.408
00:00:00 01/02/1991,      15.081
00:00:00 01/03/1991,      13.104
00:00:00 01/04/1991,      14.819
00:00:00 01/05/1991,      10.201
00:00:00 01/06/1991,      12.124
00:00:00 01/07/1991,      13.961
00:00:00 01/08/1991,      12.103
00:00:00 01/09/1991,      11.150
00:00:00 01/10/1991,      10.513
00:00:00 01/11/1991,       9.441
00:00:00 01/12/1991,      12.067
00:00:00 01/01/1992,      10.565
00:00:00 01/02/1992,      13.213
00:00:00 01/03/1992,      19.314
00:00:00 01/04/1992,      16.811
00:00:00 01/05/1992,      11.765
00:00:00 01/06/1992,      11.320
00:00:00 01/07/1992,      11.355
00:00:00 01/08/1992,      32.428
00:00:00 01/09/1992,      35.591
00:00:00 01/10/1992,      15.980
00:00:00 01/11/1992,      24.237
00:00:00 01/12/1992,      21.037
00:00:00 01/01/1993,      10.916
00:00:00 01/02/1993,      17.133
00:00:00 01/03/1993,       9.553
00:00:00 01/04/1993,      11.962
00:00:00 01/05/1993,      13.537
00:00:00 01/06/1993,      15.062
00:00:00 01/07/1993,      14.672
00:00:00 01/08/1993,      32.864
00:00:00 01/09/1993,      35.163
00:00:00 01/10/1993,      40.707
00:00:00 01/11/1993,      14.176
00:00:00 01/12/1993,       9.969
00:00:00 01/01/1994,""
