#STATION,STNAME,SHORTNAME,LATITUDE,LONGITUDE,ACTIVE,COMMENCE,CEASE,STNTYPE
C2N0144,Gemsbokfontein,WESRAND,-26.27305556,27.71527778,F,1984/04/01,1984/04/20,GW
C2N0145,Morgenzon,VENTERSDORP,-26.12388889,27.10888889,F,1977/08/01,1990/07/25,GW
C2N0147,Oog Van Schoonspruit,LICHTENBURG,-26.27694444,26.86888889,F,1978/04/27,1979/06/04,GW
C2N0148,Appeldraai,VENTERSDORP,-26.22777778,26.84638889,F,1978/05/30,1979/06/04,GW
C2N0149,Leeudoornstad,KZN NATIONAL,-27.23305556,26.2275,F,1956/08/22,2001/01/01,GW
C2N0150,Lenasia,WESRAND,-26.32194444,27.85194444,F,1971/03/03,1975/12/09,GW
C2N0153,Oog Van Wonderfontein,WESRAND,-26.32416667,27.49638889,F,1969/06/17,1970/11/25,GW
C2N0154,Oog Van Wonderfontein,WESRAND,-26.30694444,27.49361111,F,1969/06/17,1970/10/28,GW
C2N0155,Carletonville,WESRAND,-26.31722222,27.515,F,1969/04/01,1970/11/25,GW
C2N0156,Carletonville,WESRAND,-26.30833333,27.52416667,F,1969/06/01,1970/10/28,GW
C2N0157,Oog Van Wonderfontein,WESRAND,-26.31027778,27.50555556,F,1969/06/01,1970/10/28,GW
C2N0158,Carletonville,WESRAND,-26.30444444,27.51111111,F,1969/06/01,1970/02/16,GW
C2N0159,Carletonville,WESRAND,-26.32722222,27.51305556,F,1969/06/01,1970/09/29,GW
C2N0160,Careltonville,WESRAND,-26.33194444,27.51416667,F,1969/06/18,1970/08/26,GW
C2N0161,Blaauwbank,WESRAND,-26.30916667,27.52722222,F,1969/06/17,1970/07/17,GW
C2N0162,Carletonville Dorpsgebied,WESRAND,-26.36,27.495,F,1969/07/16,1972/08/25,GW
C2N0163,Carletonville,WESRAND,-26.315,27.50694444,F,1969/06/01,1970/11/26,GW
C2N0164,Blaauwbank,NATALSPRUIT,-26.325,27.55,F,1969/09/15,1971/04/01,GW
C2N0165,Oog Van Wonderfontein,WESRAND,-26.31555556,27.49972222,F,1969/06/17,1970/10/27,GW
C2N0166,Uitval,WESRAND,-26.36055556,27.57194444,F,1969/11/18,1976/11/25,GW
C2N0167,Carletonville,WESRAND,-26.3525,27.52,F,1969/11/01,1970/10/27,GW
C2N0168,Carletonville Dorpsgebied,WESRAND,-26.38055556,27.46722222,F,1969/09/22,1970/09/29,GW
C2N0169,Carletonville Dorpsgebied,WESRAND,-26.37138889,27.47777778,F,1969/09/30,1970/09/29,GW
C2N0170,Carletonville Dorpgebied,WESRAND,-26.36416667,27.47666667,F,1969/09/15,1970/09/21,GW
C2N0172,Oog Van Wonderfontein,WESRAND,-26.29833333,27.50944444,F,1970/04/20,1973/10/24,GW
C2N0174,Blaauwbank,WESRAND,-26.31722222,27.53527778,F,1969/11/01,1972/04/26,GW
C2N0175,Blaauwbank,WESRAND,-26.30472222,27.57388889,F,1970/04/01,1974/09/11,GW
C2N0176,Elandsfontein,WESRAND,-26.285,27.50694444,F,1971/01/01,1972/04/26,GW
C2N0177,Venterspos,WESRAND,-26.30666667,27.59416667,F,1970/04/01,1974/05/05,GW
C2N0178,Carletonville,WESRAND,-26.35722222,27.54138889,F,1970/10/01,1973/04/24,GW
C2N0179,Varkenskraal,VENTERSDORP,-26.26498,27.13223,F,1963/08/09,2010/07/20,GW
C2N0180,Varkenskraal,Wesrand,-26.26349,27.17181,T,1985/08/16,,GW
C2N0181,Klerkskraal,VENTERSDORP,-26.23444,27.16256,F,1992/02/26,2012/05/09,GW
C2N0183,Carletonville,WESRAND,-26.36166667,27.51888889,F,1966/01/11,1983/06/21,GW
C2N0185,Wonderfontein,WESRAND,-26.32166667,27.38833333,F,1971/03/30,1997/07/28,GW
C2N0187,Wonderfontein,WESRAND,-26.32694,27.35596,F,1971/02/16,2008/11/13,GW
C2N0188,Welverdiend,WESRAND,-26.35305556,27.31194444,F,1971/03/15,1994/03/10,GW
C2N0190,Zamconst,Wesrand,-26.31443,27.11108,T,1974/06/18,,GW
C2N0191,Rietvallei,NATALSPRUIT,-26.37027778,27.10833333,F,1974/06/18,1987/10/07,GW
C2N0192,Muiskraal,WESRAND,-26.42305556,27.11416667,F,1959/06/15,1984/05/28,GW
C2N0196,Katdoornbosch,VENTERSDORP,-26.50194444,27.11805556,F,1959/06/30,2010/06/02,GW
C2N0197,Oberholzer,WESRAND,-26.3375,27.66805556,F,1971/01/13,1984/08/28,GW
C2N0198,Oberholzer,WESRAND,-26.34709,27.3802,T,1977/12/12,,GW
C2N0201,Oog Van Wonderfontein - Wesrand,BOMOLOPO,-25.88055556,26.16333333,F,1968/10/30,1983/10/19,GW
C2N0202,Rooipoort,TARLTON,-26.31222222,27.44805556,F,1970/03/24,1982/03/09,GW
C2N0203,Rooipoort,TARLTON,-26.31194444,27.44833333,F,1968/10/30,1983/06/22,GW
C2N0204,Oberholzer Township,Wesrand,-26.35294,27.38724,T,1973/02/21,,GW
C2N0205,Oog Van Wonderfontein - Wesrand,BOMOLOPO,-25.88055556,26.16333333,F,1969/03/25,1971/09/16,GW
C2N0206,Elandsfontein,TARLTON,-26.45555556,27.42166667,F,1962/01/15,2002/05/30,GW
C2N0207,Venterspos,WESRAND,-26.26472222,27.615,F,1965/06/01,1982/08/11,GW
C2N0208,Venterspos,WESRAND,-26.2625,27.61611111,F,1972/11/08,2006/10/04,GW
C2N0209,Venterspos Ged. Vleikop,WESRAND,-26.27111111,27.59388889,F,1972/01/03,2001/09/13,GW
C2N0210,Blaauwbank,WESRAND,-26.27027778,27.57472222,F,1969/03/01,2002/05/30,GW
C2N0211,Venterspos,WESRAND,-26.28166667,27.59611111,F,1970/04/01,1984/05/23,GW
C2N0212,Blaauwbank,WESRAND,-26.31722222,27.545,F,1970/05/01,1984/11/28,GW
C2N0213,Venterspos,WESRAND,-26.31444444,27.60361111,F,1970/06/01,1983/12/28,GW
C2N0214,Carletonville,WESRAND,-26.36333333,27.54138889,F,1970/11/01,1974/09/13,GW
C2N0215,Blaauwbank,WESRAND,-26.29083333,27.54305556,F,1974/12/01,1979/09/11,GW
C2N0216,Blaauwbank,WESRAND,-26.3175,27.56111111,F,1970/08/01,1982/08/10,GW
C2N0217,Jachtfontein,WESRAND,-26.40555556,27.73416667,F,1972/02/29,1999/08/20,GW
C2N0218,Venterspos,WESRAND,-26.32583333,27.60833333,F,1971/06/01,1989/10/04,GW
C2N0219,Uitval,WESRAND,-26.34277778,27.59194444,F,1972/04/01,1980/05/27,GW
C2N0220,Venterspos,WESRAND,-26.32416667,27.60305556,F,1972/07/01,1982/03/12,GW
C2N0221,Venterspos,WESRAND,-26.30444444,27.59194444,F,1973/04/01,1980/08/20,GW
C2N0222,Venterspos,WESRAND,-26.26392,27.59405,F,1973/04/01,2010/07/15,GW
C2N0223,Blaauwbank,WESRAND,-26.26861111,27.57472222,F,1973/04/01,1986/07/01,GW
C2N0224,Venterspos,WESRAND,-26.28583333,27.61472222,F,1973/06/01,1984/06/29,GW
C2N0225,Venterspost,WESRAND,-26.30277778,27.5925,F,1973/07/01,1991/01/09,GW
C2N0226,Venterspos,WESRAND,-26.27666,27.59592,F,1974/01/01,,GW
C2N0227,Venterspos,WESRAND,-26.28888889,27.62055556,F,1975/01/15,1985/04/03,GW
C2N0228,Gemspost,Wesrand,-26.26399,27.61636,T,1975/01/15,,GW
C2N0229,Venterspos,WESRAND,-26.26583333,27.61638889,F,1975/02/14,1993/05/27,GW
C2N0230,Blaauwbank,WESRAND,-26.31083333,27.54138889,F,1977/08/15,1984/05/23,GW
C2N0231,Blaauwbank,WESRAND,-26.31083333,27.54138889,F,1976/12/21,1984/07/27,GW
C2N0232,Venterspos,WESRAND,-26.26166667,27.60416667,F,1980/06/04,1984/06/29,GW
C2N0233,Carletonville,WESRAND,-26.36222222,27.51861111,F,1970/08/01,1982/09/20,GW
C2N0234,Blaauwbank,WESRAND,-26.30694444,27.57333333,F,1958/01/01,1983/06/22,GW
C2N0236,Langkuil Ged. Ophir Agricultural Holdings,WESRAND,-26.54055556,27.97638889,F,1976/03/30,1983/06/24,GW
C2N0237,De Deur,WESRAND,-26.54361111,27.95555556,F,1978/09/26,1980/06/19,GW
C2N0240,Waterpan,WESRAND,-26.36611111,27.73722222,F,1963/06/06,1984/08/24,GW
C2N0242,Luipaardsvlei,WESRAND,-26.26361111,27.70555556,F,1966/05/10,1989/04/12,GW
C2N0243,Pelzvale Agricultural Holdings,Wesrand,-26.25764,27.67631,T,1963/06/05,,GW
C2N0246,Luipaardsvlei,TARLTON,-26.24055556,27.73527778,F,1963/07/02,1990/06/06,GW
C2N0247,Panvlakte,VENTERSDORP,-26.30416667,27.71583333,F,1984/03/25,1980/10/17,GW
C2N0248,Waterpan,WESRAND,-26.34777778,27.71166667,F,1976/03/26,1982/02/12,GW
C2N0249,Panvlakte,WESRAND,-26.30782,27.73686,F,1972/10/19,2010/06/02,GW
C2N0250,Waterpan,WESRAND,-26.33777778,27.68388889,F,1973/08/29,1988/02/10,GW
C2N0251,Panvlakte,VENTERSDORP,-26.30777778,27.72305556,F,1973/05/15,1983/10/19,GW
C2N0252,Gemspost,WESRAND,-26.31133,27.67261,T,1984/03/22,,GW
C2N0253,Rietspruit,WESRAND,-26.57916667,27.82861111,F,1976/03/23,1981/02/24,GW
C2N0254,Gemspost Ged. Donaldsondam,WESRAND,-26.2925,27.67277778,F,1973/03/12,1990/09/28,GW
C2N0255,Welgevonden,WESRAND,-26.49,27.79305556,F,1976/03/30,1981/11/26,GW
C2N0256,Gemsbokfontein,WESRAND,-26.28611111,27.68416667,F,1973/03/16,1986/10/15,GW
C2N0257,Welgevonden,WESRAND,-26.48833333,27.7725,F,1973/03/20,1985/01/03,GW
C2N0258,Kaalfontein,NATALSPRUIT,-26.51666667,27.74472222,F,1976/03/30,1985/01/03,GW
C2N0259,Gemspost Ged. Donalds Landing Strip,WESRAND,-26.28111111,27.67611111,F,1976/03/30,1987/06/19,GW
C2N0260,Waterpan,WESRAND,-26.34444444,27.68805556,F,1973/11/05,1986/12/17,GW
C2N0261,Gemspost,WESRAND,-26.27388889,27.67916667,F,1976/03/30,1991/08/30,GW
C2N0262,Gemsbokfontein,WESRAND,-26.26805556,27.68166667,F,1976/03/30,1998/04/23,GW
C2N0263,Waterpan Ged. Small Holdings Holding,WESRAND,-26.34416667,27.67805556,F,1975/05/05,1986/07/21,GW
C2N0264,Waterpan Ged. Small Holdings Holding,WESRAND,-26.34444444,27.68388889,F,1974/11/29,1987/05/27,GW
C2N0265,Zuurbekom,WESRAND,-26.31111111,27.75666667,F,1976/04/13,1995/03/28,GW
C2N0266,Luipaardsvlei,WESRAND,-26.26083333,27.70111111,F,1976/05/20,1984/11/27,GW
C2N0267,Roodepoort,WESRAND,-26.35388889,27.83027778,F,1984/10/26,1999/01/14,GW
C2N0268,Waterpan,WESRAND,-26.34444444,27.7375,F,1975/04/28,1982/02/12,GW
C2N0269,Potchefstroom,VENTERSDORP,-26.74638889,27.05638889,F,1980/06/19,1983/06/24,GW
C2N0270,Gemspost,WESRAND,-26.28055556,27.70194444,F,1976/03/30,1983/12/29,GW
C2N0271,Lenasia Dorpsgebied,WESRAND,-26.31861111,27.84805556,F,1973/06/27,1991/08/06,GW
C2N0272,Lenasia - Wesrand,WESRAND,-26.31694444,27.83555556,F,1973/06/28,1984/09/24,GW
C2N0273,Lenasia - Wesrand,WESRAND,-26.31694444,27.83555556,F,1973/05/28,1984/09/24,GW
C2N0274,Lenasia,WESRAND,-26.30916667,27.84888889,F,1973/05/28,1987/09/14,GW
C2N0275,Rietfontein - Wesrand,WESRAND,-26.30416667,27.81583333,F,1975/09/15,1983/09/24,GW
C2N0276,Rietfontein - Wesrand,WESRAND,-26.30416667,27.81611111,F,1978/09/27,1981/08/31,GW
C2N0277,Middelvlei (Kocksoord),WESRAND,-26.25,27.63333333,F,1975/01/15,1989/06/05,GW
C2N0278,Gemspost,WESRAND,-26.29222222,27.66666667,F,1962/01/15,1981/10/22,GW
C2N0279,Westonaria,WESRAND,-26.32166667,27.65055556,F,1968/10/24,1981/11/26,GW
C2N0280,Westonaria,WESRAND,-26.31888889,27.65277778,F,1969/09/24,1984/06/30,GW
C2N0281,Westonaria,WESRAND,-26.32194444,27.65277778,F,1968/10/24,1983/06/23,GW
C2N0282,Westonaria,WESRAND,-26.31888889,27.65277778,F,1969/07/02,1985/02/04,GW
C2N0283,Panvlakte,Wesrand,-26.31974,27.65321,T,1969/07/02,,GW
C2N0284,Westonria,WESRAND,-26.32611111,27.65277778,F,1971/04/14,1983/02/23,GW
C2N0285,Westonaria,WESRAND,-26.31888889,27.65277778,F,1971/11/11,1984/06/29,GW
C2N0286,Gemspost,WESRAND,-26.31141,27.66349,F,1973/06/08,2012/07/03,GW
C2N0287,Gemspost,WESRAND,-26.3025,27.65083333,F,1977/09/08,1991/04/25,GW
C2N0288,Middelvlei,TARLTON,-26.2325,27.63666667,F,1975/01/15,1988/02/15,GW
C2N0292,Rooipoort,TARLTON,-26.31222222,27.44805556,F,1968/10/30,1981/01/28,GW
C2N0293,Rooipoort,TARLTON,-26.31194444,27.44833333,F,1968/10/30,1980/10/20,GW
C2N0294,Uitval,WESRAND,-26.36444444,27.58888889,F,1971/03/01,1986/03/06,GW
C2N0295,Venterspos,WESRAND,-26.27277778,27.60972222,F,1973/09/01,1981/05/19,GW
C2N0296,Waterpan,WESRAND,-26.3525,27.73555556,F,1963/06/06,1979/07/03,GW
C2N0297,Waterpan,WESRAND,-26.33916667,27.71444444,F,1974/04/06,1986/11/05,GW
C2N0298,Westonaria,WESRAND,-26.325,27.63944444,F,1971/05/12,1984/10/26,GW
C2N0299,Gemspost,WESRAND,-26.26694444,27.62916667,F,1971/11/11,1980/05/27,GW
C2N0300,Randfontein South Agricultural Holdings,WESRAND,-26.2575,27.68416667,F,1980/08/07,2002/09/03,GW
C2N0301,Randfontein Ged. Middelvlei,WESRAND,-26.26121,27.6836,T,1979/07/12,,GW
C2N0302,Gemspost Ged. Donaldsondam,WESRAND,-26.27722222,27.6775,F,1975/01/17,1999/08/20,GW
C2N0304,Gemsbokfontein Ged. Donaldsdam,WESRAND,-26.27388889,27.67722222,F,1980/08/01,1989/11/01,GW
C2N0305,Gemspost Ged. Donaldsondam,WESRAND,-26.2825,27.69388889,F,1980/08/07,1986/08/12,GW
C2N0306,Gemspost Ged. Donaldsondam,WESRAND,-26.28305556,27.69305556,F,1980/11/17,1986/08/12,GW
C2N0307,Panvlakte (Cooke 3),WESRAND,-26.3,27.7125,F,1980/08/07,1991/05/27,GW
C2N0308,Zuurbekom,WESRAND,-26.30527,27.81554,T,1980/08/06,,GW
C2N0309,Zuurbult,WESRAND,-26.25666667,27.76083333,F,1980/07/02,1984/09/25,GW
C2N0310,Zuurbekom,WESRAND,-26.26674,27.75401,T,1981/01/25,,GW
C2N0311,Zuurbekom,WESRAND,-26.28083333,27.76805556,F,1980/06/18,1987/11/02,GW
C2N0312,Zuurbekom,WESRAND,-26.28294,27.7676,F,1980/08/06,2011/12/19,GW
C2N0314,Zuurbekom,WESRAND,-26.30138889,27.78138889,F,1980/08/07,2001/11/07,GW
C2N0315,Zuurbekom,WESRAND,-26.26805556,27.79361111,F,1980/08/06,1997/09/30,GW
C2N0316,Zuurbekom,WESRAND,-26.27583333,27.81222222,F,1980/08/06,1996/12/17,GW
C2N0317,Johannesburg Ged. Dunduff Farm,WESRAND,-26.28916667,27.83305556,F,1980/08/06,2013/10/15,GW
C2N0318,Johannesburg Ged. Dunduff Farm,WESRAND,-26.28916667,27.82777778,F,1980/08/06,1987/06/19,GW
C2N0319,Doornkop,WESRAND,-26.29,27.83277778,F,1985/06/27,1991/08/15,GW
C2N0320,Luipaardsvlei,WESRAND,-26.22567,27.75614,T,1980/08/07,,GW
C2N0321,Gemsbokfontein,WESRAND,-26.29194444,27.69555556,F,1980/08/01,1984/05/25,GW
C2N0322,Gemsbokfontein Ged. Bekkersdal,WESRAND,-26.281,27.719,T,1980/08/07,,GW
C2N0323,Zuurbult,WESRAND,-26.25197,27.75623,F,1980/08/07,2004/12/15,GW
C2N0324,Luipaardsvlei,WESRAND,-26.24916667,27.75055556,F,1979/10/11,1992/07/14,GW
C2N0325,Luipaardsvlei,WESRAND,-26.24526,27.74044,F,1980/08/07,2012/04/25,GW
C2N0326,Johannesburg Ged. Dunduff Farm,WESRAND,-26.29583333,27.83472222,F,1980/09/02,1999/08/19,GW
C2N0327,Zuurbekom,WESRAND,-26.28686,27.78505,T,1992/02/12,,GW
C2N0330,Panvlakte,WESRAND,-26.31777778,27.71916667,F,1973/08/06,1987/05/18,GW
C2N0331,Syferfontein,Wesrand,-26.34517,27.77321,T,1974/02/20,,GW
C2N0332,Zuurbekom,WESRAND,-26.32338,27.77654,T,1975/04/22,,GW
C2N0334,Panvlakte (Nufkor),WESRAND,-26.32055556,27.73305556,F,1970/08/15,1989/03/15,GW
C2N0335,Panvlakte (Nufkor),WESRAND,-26.31361111,27.74027778,F,1971/03/15,1987/12/30,GW
C2N0337,Zuurbekom,WESRAND,-26.285,27.80666667,F,2001/02/21,2001/11/07,GW
C2N0347,Zuurbekom,WESRAND,-26.26772,27.76303,F,1986/02/20,2017/05/16,GW
C2N0348,Zuurbekom,WESRAND,-26.27321,27.76983,F,1986/02/20,2011/02/15,GW
C2N0349,Zuurbekom,WESRAND,-26.27668,27.76584,F,1986/02/20,2011/05/10,GW
C2N0362,Zuurbekom,WESRAND,-26.30536,27.80458,T,1984/10/22,,GW
C2N0365,Zuurbekom,WESRAND,-26.29272,27.74675,T,1984/10/17,,GW
C2N0368,Zuurbekom,WESRAND,-26.28305556,27.81055556,F,1989/06/14,1991/12/11,GW
C2N0370,Syferfontein,WESRAND,-26.34897,27.8064,T,1986/01/01,,GW
C2N0371,Syferfontein,Wesrand,-26.34932,27.78235,T,1984/10/09,,GW
C2N0375,Syferfontein,Wesrand,-26.33258,27.81049,T,1986/01/28,,GW
C2N0500,Munisipaliteit Vredefort,KZN NATIONAL,-27.01,27.37222222,F,1957/01/01,1989/03/15,GW
C2N0501,Munisipaliteit Vredefort,KZN NATIONAL,-27.01527778,27.36388889,F,1957/01/01,1989/08/15,GW
C2N0502,Vredefort,KZN NATIONAL,-27.00805556,27.35,F,1961/05/23,1964/12/31,GW
C2N0503,Gemsbokfontein,WESRAND,-26.28305556,27.71666667,F,1973/04/30,1976/06/11,GW
C2N0504,Gemspost,WESRAND,-26.29083333,27.67666667,F,1973/03/06,1986/10/17,GW
C2N0505,Gemspost,WESRAND,-26.29055556,27.66277778,F,1973/05/28,1975/09/15,GW
C2N0506,Zuurbekom,WESRAND,-26.3375,27.68472222,F,1973/03/23,1979/03/03,GW
C2N0507,Zuurbekom,WESRAND,-26.28333333,27.76777778,F,1973/04/30,1975/10/15,GW
C2N0508,Venterspost,WESRAND,-26.29388889,27.61111111,F,1970/04/21,1987/06/18,GW
C2N0509,Rietfontein,WESRAND,-26.32498,27.82266,T,1972/10/31,,GW
C2N0511,Gemspost,WESRAND,-26.36805556,27.65527778,F,1973/03/12,1990/01/31,GW
C2N0512,Blaawbank Ged. Goudryk,WESRAND,-26.31638889,27.57916667,F,1970/06/23,1975/12/12,GW
C2N0513,Vereeniging Ged. Vereeniging Municipality,WESRAND,-26.66666667,27.93305556,F,1982/10/25,1986/06/27,GW
C2N0515,Vereeniging Ged. Vosloo Park,OOS RAND,-26.66972222,27.97166667,F,1982/10/18,1990/01/02,GW
C2N0516,Vereeniging Ged. Three Rivers,WESRAND,-26.66638889,27.97166667,F,1982/09/21,1990/01/02,GW
C2N0517,Vereeniging Ged. Three Rivers,WESRAND,-26.66444444,27.98083333,F,1982/10/18,1990/01/02,GW
C2N0518,Vereeniging Ged. Three Rivers,WESRAND,-26.66222222,27.98888889,F,1982/09/24,1989/07/31,GW
C2N0519,Vereeniging Ged. Klipplaatsdrift,WESRAND,-26.67388889,27.98666667,F,1984/01/10,1990/01/02,GW
C2N0520,Vereeniging Ged. Klipplaatsdrift,WESRAND,-26.67055556,27.97888889,F,1984/01/10,1990/01/02,GW
C2N0521,Vereeniging Ged. Klipplaatsdrift,WESRAND,-26.66833333,27.98444444,F,1983/03/30,1990/01/02,GW
C2N0522,Vereeniging Ged. Klipplaatsdrift,WESRAND,-26.675,27.98222222,F,1984/01/10,1990/01/02,GW
C2N0523,Vereeniging Ged. Vereeniging Municipality,WESRAND,-26.66666667,27.93305556,F,1982/10/28,1987/10/27,GW
C2N0524,Vereeniging Ged. Three Rivers Ged.Dick Fourie Stadium,WESRAND,-26.65416667,27.95722222,F,1983/03/24,1990/01/02,GW
C2N0525,Vereeniging Ged. Vereeniging Stuart Loyds Club,WESRAND,-26.64388889,27.95861111,F,1983/03/29,1990/01/02,GW
C2N0530,Vereeniging Ged. Union Street,WESRAND,-26.68694444,27.92555556,F,1983/12/09,1990/01/02,GW
C2N0531,Vereeniging Ged. Lewis Avenue,WESRAND,-26.68111111,27.92444444,F,1984/03/05,1985/05/27,GW
C2N0532,Vereeniging Ged. Union Street,WESRAND,-26.685,27.92805556,F,1982/09/30,1982/10/14,GW
C2N0533,Vereeniging Ged. Three Rivers Ged. Union Street,OOS RAND,-26.65,27.96805556,F,1984/01/10,1984/11/29,GW
C2N0534,Vereeniging Ged. Game And Bird Park,WESRAND,-26.29897,27.73383,T,1982/09/29,,GW
C2N0540,Vereeniging Ged. Vosloo Park,OOS RAND,-26.67,27.96138889,F,1982/10/04,1990/01/02,GW
C2N0541,Vereeniging Ged. Three Rivers,OOS RAND,-26.665,27.98111111,F,1982/09/23,1990/01/02,GW
C2N0548,Sterkfontein,TARLTON,-26.03194444,27.69527778,F,1986/04/09,1988/04/28,GW
C2N0556,Vlakdrift,TARLTON,-26.06361111,27.67166667,F,1975/11/05,1988/02/09,GW
C2N0590,Wolvekrans Ged. Wolvekrans Farm Enterprises,WESRAND,-26.07666667,27.5475,F,1985/10/24,1987/02/15,GW
C2N0594,De Beers Kraal,NATALSPRUIT,-26.2907,27.20266,T,1948/11/19,,GW
C2N0596,Zuurbekom,Wesrand,-26.32663,27.78391,T,1984/09/12,,GW
C2N0597,Zuurbekom,Wesrand,-26.32699,27.77942,T,1984/09/04,,GW
C2N0598,Zuurbekom,WESRAND,-26.32583333,27.79277778,F,1984/01/10,1987/10/27,GW
C2N0600,Zuurbekom,WESRAND,-26.32194444,27.78916667,F,1984/11/15,1990/09/28,GW
C2N0602,Zuurbekom,Wesrand,-26.32251,27.7889,T,1984/11/05,,GW
C2N0603,Zuurbekom,Wesrand,-26.31472222,27.78555556,F,1984/10/16,1991/10/28,GW
C2N0604,Zuurbekom,Wesrand,-26.31282,27.78192,T,1984/10/10,,GW
C2N0605,Zuurbekom,Wesrand,-26.30988,27.79136,F,1984/09/19,2010/05/06,GW
C2N0606,Zuurbekom,WESRAND,-26.30623,27.77523,T,1984/08/29,,GW
C2N0608,Zuurbekom,WESRAND,-26.30527778,27.785,F,1984/12/10,1989/08/08,GW
C2N0609,Zuurbekom (W.R.L.H.),WESRAND,-26.32722222,27.75944444,F,1984/09/03,1986/09/30,GW
C2N0610,Zuurbekom,WESRAND,-26.29612,27.74551,T,1984/09/25,,GW
C2N0612,Zuurbekom (W.R.L.H.),WESRAND,-26.285,27.75916667,F,1984/07/05,1987/03/16,GW
C2N0613,Zuurbekom,WESRAND,-26.28305556,27.76944444,F,1984/01/22,1988/01/13,GW
C2N0614,Zuurbekom,WESRAND,-26.29416667,27.76972222,F,1984/10/22,2008/01/17,GW
C2N0615,Zuurbekom,WESRAND,-26.29768,27.78949,T,1984/09/30,,GW
C2N0619,Johannesburg Ged. Dunduff Farm,WESRAND,-26.28804,27.8139,T,1984/07/27,,GW
C2N0620,Zuurbekom,WESRAND,-26.29861111,27.80888889,F,1984/09/24,1991/10/28,GW
C2N0621,Zuurbekom,WESRAND,-26.29905,27.80921,T,1984/12/10,,GW
C2N0622,Zuurbekom,WESRAND,-26.29587,27.80521,T,1984/12/10,,GW
C2N0625,Syferfontein,Wesrand,-26.33524,27.79764,T,1984/09/28,,GW
C2N0627,Syferfontein,WESRAND,-26.34194444,27.77222222,F,1984/11/01,1991/12/11,GW
C2N0628,Zuurbekom (Cooke 3),WESRAND,-26.29777778,27.73388889,F,1986/02/20,1991/08/30,GW
C2N0629,Syferfontein,WESRAND,-26.32861111,27.77194444,F,1986/04/22,1987/03/16,GW
C2N0630,Waterpan,WESRAND,-26.35194444,27.67361111,F,1986/01/14,1986/12/24,GW
C2N0631,Panvlakte,WESRAND,-26.30055556,27.70833333,F,1986/01/14,1987/05/20,GW
C2N0632,Waterpan,WESRAND,-26.33722222,27.72333333,F,1986/02/15,1991/08/30,GW
C2N0633,Waterpan,WESRAND,-26.32972222,27.73111111,F,1986/01/15,1987/12/30,GW
C2N0634,Waterpan,WESRAND,-26.33027778,27.73916667,F,1986/01/15,1987/06/03,GW
C2N0636,Waterpan,WESRAND,-26.32527778,27.75111111,F,1986/08/20,1987/09/09,GW
C2N0638,Panvlakte (P45-1 Pad),WESRAND,-26.34944444,27.67138889,F,1968/01/15,1991/08/30,GW
C2N0639,P45-1 Pad,WESRAND,-26.33444444,27.67305556,F,1986/01/15,1990/01/31,GW
C2N0644,P45-1 Pad,WESRAND,-26.28388889,27.67972222,F,1986/01/15,1986/12/17,GW
C2N0645,P45-1 Pad,WESRAND,-26.28194444,27.68,F,1986/01/15,1986/10/29,GW
C2N0647,P45-1 Pad,WESRAND,-26.27861111,27.68027778,F,1986/01/15,1986/12/17,GW
C2N0650,Westonaria,WESRAND,-26.30444444,27.67222222,F,1986/01/14,1990/08/29,GW
C2N0653,Waterpan Lh,WESRAND,-26.35055556,27.68166667,F,1986/11/26,1991/08/30,GW
C2N0654,Waterpan,WESRAND,-26.33166667,27.73722222,F,1986/01/14,1987/02/04,GW
C2N0662,Zuurbekom,WESRAND,-26.32032,27.79022,T,1992/12/23,,GW
C2N0669,Waterpan,WESRAND,-26.33416667,27.75666667,F,1986/01/14,1987/01/07,GW
C2N0670,Zuurbekom,WESRAND,-26.31083333,27.74444444,F,1986/01/14,1999/11/09,GW
C2N0672,Panvlakte,WESRAND,-26.31055556,27.70222222,F,1984/04/01,1987/08/19,GW
C2N0673,Panvlakte Ged. Cooke 3,WESRAND,-26.31138889,27.72083333,F,1986/01/15,1990/12/31,GW
C2N0678,Waterpan,WESRAND,-26.32777778,27.70861111,F,1986/01/15,1987/04/01,GW
C2N0679,Zuurbekom (W.R.L.H.),WESRAND,-26.31194444,27.75,F,1986/02/15,1988/08/10,GW
C2N0680,Westonaria,WESRAND,-26.31194444,27.74611111,F,1986/01/15,1990/09/28,GW
C2N0681,Westonaria,WESRAND,-26.34083333,27.74861111,F,1986/01/15,1987/06/23,GW
C2N0685,Syferfontein,WESRAND,-26.3283,27.783,T,1986/02/18,,GW
C2N0686,Syferfontein,WESRAND,-26.38444444,27.76416667,F,1986/12/03,1991/08/30,GW
C2N0717,Gemsbokfontein (P45-1 Pad),WESRAND,-26.27472222,27.68083333,F,1986/04/29,1991/08/30,GW
C2N0729,Zuurbekom (Cooke 3),WESRAND,-26.32027778,27.72027778,F,1986/01/15,1991/08/30,GW
C2N0733,Waterpan,WESRAND,-26.33138889,27.74583333,F,1986/02/15,1987/11/11,GW
C2N0741,Waterpan,WESRAND,-26.3325,27.75166667,F,1986/02/15,1987/09/16,GW
C2N0742,Waterpan,WESRAND,-26.33416667,27.75666667,F,1986/01/15,1991/08/30,GW
C2N0743,Waterpan,WESRAND,-26.33527778,27.76138889,F,1986/01/14,1991/08/30,GW
C2N0747,Roodepoort,WESRAND,-26.35018,27.83853,F,1986/04/22,2015/08/12,GW
