#STATION,STNAME,SHORTNAME,LATITUDE,LONGITUDE,ACTIVE,COMMENCE,CEASE,STNTYPE
D4N0817,Kliplaagte,BOMOLOPO,-26.015,25.93111111,F,1983/09/02,1998/01/29,GW
D4N0822,Valleifontein,BOMOLOPO,-25.93055556,25.83666667,F,1983/11/15,1993/10/21,GW
D4N0823,Valleifontein,BOMOLOPO,-25.93138889,25.83638889,F,1983/11/17,2005/01/15,GW
D4N0824,Valleifontein,BOMOLOPO,-25.93166667,25.83555556,F,1983/11/14,2005/01/15,GW
D4N0825,Valleifontein,BOMOLOPO,-25.93194444,25.83555556,F,1984/01/31,2005/01/15,GW
D4N0826,Valleifontein,BOMOLOPO,-25.92972222,25.83416667,F,1986/09/30,2001/10/23,GW
D4N0829,Grootfontein ptn. Grootfontein,BOMOLOPO,-25.91328,25.87817,T,1983/10/28,,GW
D4N0830,Grootfontein ptn. Grootfontein,BOMOLOPO,-25.90886,25.88653,F,1983/11/07,2017/05/31,GW
D4N0831,Grootfontein ptn. Grootfontein,BOMOLOPO,-25.90944,25.88303,F,1983/11/01,2012/02/23,GW
D4N0832,Trekdrift,BOMOLOPO,-25.93527778,25.97972222,F,1983/10/20,2011/03/29,GW
D4N0833,Trekdrift,BOMOLOPO,-25.93472222,25.98472222,F,1983/10/26,2011/03/02,GW
D4N0834,Elizabeth,BOMOLOPO,-25.95638889,25.99166667,F,1983/10/18,2005/01/15,GW
D4N0835,Elizabeth,BOMOLOPO,-25.95583333,25.99194444,F,1983/10/13,2005/01/15,GW
D4N0836,Elizabeth,BOMOLOPO,-25.95527778,25.9925,F,1983/10/19,2005/01/15,GW
D4N0838,Elizabeth,BOMOLOPO,-26.00888889,25.99694444,F,1986/09/15,2009/12/07,GW
D4N0839,La Reys Stryd,BOMOLOPO,-26.00666667,25.98361111,F,1986/09/15,2009/12/07,GW
D4N0840,La Reys Stryd,BOMOLOPO,-26.00638889,25.98416667,F,1983/10/04,2009/12/07,GW
D4N0850,Grootfontein,BOMOLOPO,-25.91833333,25.8625,F,1983/01/03,2009/09/23,GW
D4N0851,Valleifontein ptn. Valleifontein,BOMOLOPO,-25.91847,25.86253,F,1983/01/03,2009/09/24,GW
D4N0852,Valleifontein ptn. Valleifontein,BOMOLOPO,-25.91894,25.86125,T,1981/06/04,,GW
D4N0853,Grootfontein Ptn. Grootfontein - Oog,BOMOLOPO,-25.91805556,25.86055556,F,1979/10/05,1999/03/15,GW
D4N0854,Valleifontein,BOMOLOPO,-25.91764,25.86058,F,1983/01/03,2012/10/16,GW
D4N0855,Grootfontein,BOMOLOPO,-25.91728,25.86078,T,1983/01/03,,GW
D4N1467,Sondagspan,BOMOLOPO,-25.68253,25.87653,F,1997/07/15,2016/05/11,GW
D4N1468,Olyfenbult,BOMOLOPO,-25.5952,25.8815,T,1997/07/15,,GW
D4N1534,Ga-Modimola ptn.Molopo (Ratshidi),BOMOLOPO,-25.86081,25.45547,F,1997/08/27,2010/07/06,GW
D4N1535,Phitshane Molopo Ged. Makgobistad,BOMOLOPO,-25.7479,25.0982,T,1997/08/27,,GW
D4N1650,Verdwaal,POLFONTEIN,-26.09555556,25.93111111,F,1990/07/31,2004/07/15,GW
D4N1651,Verdwaal,POLFONTEIN,-26.08083333,25.91611111,F,1990/07/31,2004/07/15,GW
D4N1652,Rietfontein,,-26.08858,25.68658,T,1998/11/24,,GW
D4N1653,Makouspan,,-26.08464,25.63822,F,1998/12/14,2005/08/29,GW
D4N1654,Nooitgedacht,,-26.13983,25.60589,T,1998/11/03,,GW
D4N1655,Rietfontein,,-26.04586,25.66425,T,1998/11/10,,GW
D4N1656,Moilwa,BOMOLOPO,-25.48972222,25.74888889,F,1998/09/09,2001/03/15,GW
D4N1657,Moilwa,DINOKANA,-25.48972222,25.76861111,F,1998/09/04,2004/06/15,GW
D4N1658,Moilos Ged Dinokana,DINOKANA,-25.51083333,25.89583333,F,1998/08/09,2004/07/15,GW
D4N1659,Moilwas 901 Jo (Ikalafeng),DINOKANA,-25.4651,25.8063,F,1998/05/29,2016/05/11,GW
D4N1660,Moilwa,DINOKANA,-25.4643,25.8074,T,1997/11/10,,GW
D4N1661,Moilwa Ged Dinokana,BOMOLOPO,-25.46694444,25.82166667,F,1997/10/01,2003/05/15,GW
D4N1662,Moilwa Ged Dinokana,DINOKANA,-25.467194,25.821778,T,1997/09/15,,GW
D4N1663,Moilwa,DINOKANA,-25.4639,25.8081,T,1998/05/25,,GW
D4N1664,Hendriksdal,BOMOLOPO,-26.04847,26.01856,T,1997/10/09,,GW
D4N1665,Moilwas  (Ikalafeng),DINOKANA,-25.4774,25.7698,T,1998/09/01,,GW
D4N1666,Moilos Ged Dinokana,DINOKANA,-25.50305556,25.88611111,F,1998/08/09,2004/07/15,GW
D4N1667,Hendriksdal,BOMOLOPO,-26.03122,26.02747,F,1997/10/08,2016/05/10,GW
D4N1668,Grootfontein,BOMOLOPO,-25.94228,25.87364,T,1998/12/03,,GW
D4N1669,Zondagspan Ged Sondagspan,BOMOLOPO,-25.67469,25.86569,F,1998/09/15,2017/12/12,GW
D4N1670,De Putten,BOMOLOPO,-25.75,25.79694444,F,1998/06/09,2001/03/15,GW
D4N1889,Springbokpan,POLFONTEIN,-26.10361,25.77192,F,2001/05/15,2010/07/08,GW
D4N1890,Springbokpan,POLFONTEIN,-26.10156,25.77128,F,1998/10/23,2012/04/24,GW
D4N1891,De Hoop ptn. Matile,POLFONTEIN,-26.08494,25.76683,F,1998/10/12,2012/10/24,GW
D4N2029,Vlakpan,,-26.90833,25.70861,F,2011/11/04,2012/09/10,GW
D4N2030,Vlakpan,,-26.91139,25.70833,F,2011/11/04,2012/09/10,GW
D4N2031,Vlakpan,SANNIESHOF,-26.910278,25.755833,T,2008/11/09,,GW
D4N2032,Vlakpan,SANNIESHOF,-26.91083333,25.70888889,F,2008/11/09,2012/09/10,GW
D4N2034,Zandvalei,Zandvalei,-26.55203,25.60586,T,2011/04/15,,GW
D4N2037,Barberspan,Barberspan,-26.61408,25.57075,F,2011/04/15,2013/06/05,GW
D4N2038,Barberspan,SANNIESHOF,-26.604806,25.58375,T,2008/11/09,,GW
D4N2041,Vergenoeg,Vergenoeg,-26.55467,25.58781,F,2011/04/15,2016/05/17,GW
D4N2050,Leonard,,-26.768917,25.564194,T,1994/11/09,,GW
D4N2051,Mogale City Ptn. Klipdrift,OOS RAND,-26.754167,25.559889,T,2005/05/09,,GW
D4N2055,Leonard,SANNIESHOF,-26.768056,25.565278,F,2008/11/05,2015/09/14,GW
D4N2060,Kareekuil,BOMOLOPO,-26.753806,25.90825,T,2008/11/04,,GW
D4N2068,Noodshulp,LICHTENBURG,-26.677139,25.849722,T,2008/11/04,,GW
D4N2070,Gunsteling,LICHTENBURG,-26.740972,25.46375,T,2008/11/05,,GW
D4N2073,Gunsteling,LICHTENBURG,-26.740806,25.798944,F,2008/11/05,2019/09/09,GW
D4N2076,Tweebosch,SANNIESHOF,-26.648833,25.706083,F,2008/11/05,2018/04/11,GW
D4N2079,Tweebosch,SANNIESHOF,-26.64833333,25.70527778,F,2008/11/05,2013/11/25,GW
D4N2081,Ruigtevlei,SANNIESHOF,-26.5625,25.70805556,F,2008/11/04,2013/06/03,GW
D4N2082,Ruigtevlei,SANNIESHOF,-26.646667,25.7075,T,2008/11/04,,GW
D4N2084,Leeuwkuil,LICHTENBURG,-26.51416667,25.88527778,F,2008/11/04,2012/09/10,GW
D4N2085,Leeuwkuil,LICHTENBURG,-26.515,25.886389,T,2008/11/04,,GW
D4N2086,Leeuwkuil,LICHTENBURG,-26.5125,25.89055556,F,2008/11/04,2012/09/10,GW
D4N2092,Klippan,SANNIESHOF,-26.514306,25.636722,F,2008/11/06,2019/01/25,GW
D4N2097,Klippan,SANNIESHOF,-26.514306,25.634528,T,2008/11/06,,GW
D4N2098,Klippan,SANNIESHOF,-26.509778,25.635722,F,2008/11/06,2019/09/09,GW
D4N2100,Groenfontein,SANNIESHOF,-26.61444444,25.59055556,F,2008/11/04,2012/09/11,GW
D4N2102,Groenfontein ptn. Groenfontein,SANNIESHOF,-26.61289,25.59908,F,2008/11/04,2017/05/09,GW
D4N2105,Rondepan,SANNIESHOF,-26.62277778,25.61555556,F,2008/11/04,2012/09/11,GW
D4N2108,Boschkopje,LICHTENBURG,-26.675278,25.437778,T,2008/11/04,,GW
D4N2111,Vrolykheid,LICHTENBURG,-26.5825,25.35416667,F,2008/11/06,2013/11/26,GW
D4N2113,Vrolykheid,LICHTENBURG,-26.595278,25.389444,T,2008/11/06,,GW
D4N2119,Vrolykheid,LICHTENBURG,-26.623611,25.2675,F,2008/11/06,2018/04/11,GW
D4N2125,Vrischgewaagd Portion Frisgewaag,LICHTENBURG,-26.558889,25.409528,T,2008/11/07,,GW
D4N2127,Vrischgewaagd Portion Frisgewaag,LICHTENBURG,-26.55777778,25.41027778,F,2008/11/07,2013/06/04,GW
D4N2131,Vrischgewaagd Portion Frisgewaag,LICHTENBURG,-26.55875,25.410556,F,2008/11/07,2019/09/09,GW
D4N2143,Boschpan,LICHTENBURG,-26.685278,25.346861,T,2008/11/07,,GW
D4N2164,Vaalkop,SANNIESHOF,-26.77305556,25.51833333,F,2008/11/05,2013/06/03,GW
D4N2174,Bulpan,LICHTENBURG,-26.588333,25.348333,T,2008/11/06,,GW
D4N2175,Bulpan,LICHTENBURG,-26.614028,25.570833,T,2008/11/06,,GW
D4N2178,Borneo,LICHTENBURG,-26.62333333,25.267667,T,2008/11/07,,GW
D4N2180,Borneo,LICHTENBURG,-26.62194444,25.26916667,F,2008/11/07,2012/09/18,GW
D4N2182,Borneo,LICHTENBURG,-26.61972222,25.26833333,F,2008/11/07,2013/11/27,GW
D4N2186,Mahemsvlakte,LICHTENBURG,-26.5485,25.283694,T,2008/11/06,,GW
D4N2187,Mahemsvlakte,,-26.596111,25.39,T,1994/06/20,,GW
D4N2189,Eclipse,,-26.596056,25.390278,F,2006/03/08,2019/09/09,GW
D4N2190,Eclipse,LICHTENBURG,-26.595278,25.3905,F,1973/01/01,2019/09/09,GW
D4N2195,Schuinsvlakte,LICHTENBURG,-26.53638889,25.345,F,2008/11/06,2013/06/04,GW
D4N2199,Schuinsvlakte,LICHTENBURG,-26.535778,25.345667,F,2008/11/06,2018/04/11,GW
D4N2203,Vlakpan,DELARAY,-26.96833333,25.18916667,F,2008/11/08,2012/03/30,GW
D4N2205,Graspan,DELARAY,-26.84583333,25.23194444,F,2008/11/08,2012/03/30,GW
D4N2211,Stroppan,,-26.766944,25.516389,F,1992/01/01,2015/09/16,GW
D4N2212,Stroppan,SANNIESHOF,-26.769778,25.519083,F,2008/11/05,2019/02/15,GW
D4N2225,Rietpan Gedeelte Springbok,SANNIESHOF,-26.889444,25.455,T,2008/11/08,,GW
D4N2233,Paauwkop,,-26.906111,25.45,F,2006/03/13,2018/04/11,GW
D4N2237,Blesbokpan,SANNIESHOF,-26.82916667,25.39555556,F,2008/11/05,2012/03/29,GW
D4N2241,Blesbokpan,SANNIESHOF,-26.83305556,25.39833333,F,2008/11/05,2012/09/20,GW
D4N2250,Schietfontein,SANNIESHOF,-26.906694,25.347722,F,2008/11/07,2015/09/16,GW
D4N2252,Hakiesrust,SANNIESHOF,-26.833056,25.431944,F,2008/11/07,2018/04/11,GW
D4N2254,Witpan,SANNIESHOF,-26.87527778,25.28444444,F,2008/11/07,2011/11/04,GW
D4N2260,Graspan,SANNIESHOF,-26.843833,25.232833,F,2008/11/07,2019/02/12,GW
D4N2264,Graspan,DELARAY,-26.846056,25.232056,T,2008/11/07,,GW
D4N2496,Wonderfontein,BOMOLOPO,-25.88122,26.16342,F,1976/03/29,2010/11/10,GW
D4N2497,Molopo(Masibi) ptn. Masibi,,-25.79978,25.1837,F,2010/07/06,2010/07/06,GW
D4N2498,Duivenhoek,,-26.16617,25.43039,T,2010/07/20,,GW
D4N2499,Weltevreden,,-26.16014,25.47283,T,2013/06/19,,GW
D4N2500,Molopo ptn. masibi,,-25.79917,25.31056,F,2010/08/02,2010/10/01,GW
D4N2501,Molopo(Masibi) ptn. Molopo river,,-25.79611,25.27194,F,2010/08/02,2014/02/06,GW
D4N2502,Molopo Mariba(motsewakhumo) ptn. Phiring,,-25.7575,25.14111,F,2010/08/02,2015/11/11,GW
D4N2503,Molopo Mariba(motsewakhumo) ptn. Phiring,,-25.76028,25.13333,T,2010/08/02,,GW
D4N2504,Molopo Mariba (Motsewakhumo) ptn. Phiring,,-25.7625,25.12917,F,2010/08/02,2013/04/26,GW
D4N2505,Zondagspan,,-25.66597,25.84531,T,2010/11/30,,GW
D4N2506,Duivenhoek,,-26.1655,25.43053,T,2010/11/23,,GW
D4N2507,Welgevonden,,-26.84311,25.76673,T,,,GW
D4N2514,Vergenoegd,,-25.61603,25.95831,F,2011/06/08,2017/01/26,GW
D4N2515,Uitval Grond,,-25.59944,25.95817,F,2011/06/08,2015/11/12,GW
D4N2516,Uitval Grond,,-25.60242,25.96867,F,2011/06/08,2017/06/07,GW
D4N2517,Uitval Grond,,-25.59964,25.97367,T,2011/06/08,,GW
D4N2518,Uitval Grond,,-25.60467,25.97164,T,2011/06/08,,GW
D4N2519,MOLCWA,,-25.46344,25.79628,T,2011/06/21,,GW
D4N2520,KLIPPAN,,-25.56194,25.77389,T,2011/06/21,,GW
D4N2531,Harmony Gold Mine,,-26.15775,25.23392,T,2013/03/11,,GW
D4N2538,Schuins Vlakte ptn. Delareyville,,-26.53464,25.34081,F,,2013/11/26,GW
D4N2539,Schuins Vlakte ptn. Delareyville,,-26.53661,25.34636,T,2013/06/04,,GW
D4N2540,Schuins Vlakte ptn. Delareyville,,-26.53644,25.3465,F,2013/06/04,2019/02/13,GW
D4N2557,Schuins Vlakte ptn. Tswaing,Tswaing,-26.53642,25.34597,T,2013/06/04,,GW
D4N2626,KLIPPAN,MAFIKENG,-25.55837,25.76157,T,2001/06/06,,GW
D4N2627,MOILWAS PTN. IKALAFENG,GOPANE,-25.44153,25.78028,T,2001/03/15,,GW
D4N2633,Jagersfontein,Jagersfontein,-25.60867,25.74439,T,2015/03/03,,GW
D4N2636,Doornbult,,-26.14619,25.25403,T,2015/03/04,,GW
D4N2637,Ferndale,,-26.19633,25.24572,T,2015/03/04,,GW
D4N2638,Chobham,,-26.10725,25.353,T,2015/03/04,,GW
D4N2639,Spanover,,-26.12594,25.23914,T,2015/03/04,,GW
D4N2640,Spanover,,-26.15772,25.23369,F,2015/03/04,2016/11/03,GW
D4N2641,Spanover,,-26.15447,25.23692,F,2015/03/04,2019/01/25,GW
D4N2642,Moilwa Ptn Dinokana,,-25.40356,25.74431,T,2017/05/01,,GW
D4N2643,Lichtenburg,,-26.07754,25.91738,T,2017/05/01,,GW
D4N2644,Moilwa Ptn Dinokana,,-25.46718,25.82164,T,2017/05/01,,GW
D4N2645,Grootfontein,,-25.92165,25.86283,T,2017/05/01,,GW
D4N2646,Grootfontein,,-25.93365,25.88304,T,2017/05/01,,GW
D4N2647,Grootfontein,,-25.92476,25.85937,T,2017/05/01,,GW
D4N2648,Grootfontein,,-25.92356,25.86149,F,2017/05/01,2017/08/28,GW
