Latitude,Longitude
-26.164119,27.606685
-25.7382,26.3398
-26.0258,27.879
-26.058806,27.584194
-26.0958,28.2831
-26.0958,28.2831
-26.0958,28.2831
-25.9901,28.177
-26.063889,27.696389
-25.584218,26.02727
-26.0492,27.6533
-25.7115,26.2727
-25.9,28.1075
-26.006389,27.619444
-26.001389,27.625
-25.711944,28.058333
-25.906389,27.598056
-26.006389,27.586111
-25.706306,26.256889
-25.8372,27.6578
-26.1199,27.6739
-26.1199,27.6739
-26.1186,27.6729
-26.1186,27.6729
-25.9378,27.6761
-26.0649,27.6939
-26.096,27.7713
-25.9316,27.9112
-26.0951,27.8845
-25.786806,27.728306
-26.0358,27.4815
-26.0577,27.5844
-26.1734,27.5502
-25.9107,27.4311
-25.9107,27.4311
-25.56886,26.0297
-26.008667,27.882861
-25.9647,28.233
-26.911389,28.061889
-25.8457,27.6427
-25.946667,27.814444
-26.0969,27.873
-25.953018,27.527077
-25.7734,27.9681
-26.074889,27.668611
-26.069244,27.667911
-26.1152,27.569
-26.0292,27.5808
-26.0354,27.56979
-25.7133,27.9739
-26.0718,27.5905
-25.0692,27.5937
-26.0693,27.5913
-26.0724,27.593
-26.0689,27.5883
-25.8225,28.1026
-25.908056,27.423278
-26.0653,27.6669
-26.0653,27.6669
-25.8909,27.867
-25.6073,26.0254
-25.8765,27.6582
-26.0069,27.7052
-25.8244,27.6539
-26.0642,27.5118
-25.723611,26.135556
-25.761333,28.141917
-25.9404,27.8913
-25.9408,27.5809
-25.7626,26.5895
-26.1255,27.553
-26.07778,27.61111
-26.1152,27.569
-25.9113,27.5651
-25.79444,27.72222
-25.8372,27.7137
-25.9268,27.4933
-25.72,26.25
-25.7192,26.2473
-25.975,28.3406
-25.9759,28.3516
-25.984,28.3565
-25.9789,28.3538
-25.9814,28.3515
-25.9781,28.3472
-25.9758,28.3441
-25.9826,28.3424
-25.9742,28.356
-25.9742,28.356
-25.9777,28.3579
-25.989667,28.362583
-26.0785,27.6695
-26.142889,27.551389
-25.7315,26.2541
-26.128017,27.548833
-25.8032,28.0128
-25.9999,28.3338
-25.9849,28.3311
-25.842063,28.057344
-25.9945,27.482361
-25.994528,27.482444
-25.994972,27.484139
-25.994972,27.484139
-25.982028,27.505722
-25.982861,27.504056
-25.98325,27.500806
-26.1024,27.5656
-26.1024,27.5656
-26.1024,27.5656
-25.8796,28.2107
-25.8796,28.2107
-25.8796,28.2107
-26.0784,27.6583
-26.0784,27.6583
-26.0757,27.6249
-25.807,26.3237
-25.807,26.3237
-25.6954,26.1394
-25.6954,26.1394
-25.8839,27.6065
-25.8864,27.6088
-25.98412,28.41688
-25.98412,28.41688
-25.96163,28.41408
-25.96163,28.41408
-25.986,28.4224
-26.0589,27.5891
-26.0621,27.588
-26.0598,27.588
-26.0678,27.6185
-26.0704,27.6188
-26.0678,27.6185
-26.0726,27.6265
-26.001944,27.394806
-26.012433,27.77915
-25.8436,27.6295
-25.922233,28.359517
-25.72436,28.06094
-25.716667,28.066667
-25.942639,27.510222
-26.043625,27.637305
-25.9642,28.3447
-25.9642,28.3447
-26.0388,27.6349
-26.081,27.450417
-26.081,27.4505
-25.9225,27.564694
-25.8436,27.6295
-25.7271,28.056483
-25.989319,27.445129
-26,28
-26.0789,27.6291
-26.0789,27.6291
-26.0789,27.6291
-26.0789,27.6291
-26.0781,27.6356
-26.081,27.6337
-26.0789,27.6291
-26.0789,27.6291
-26.0789,27.6291
-26.0757,27.6249
-25.894534,27.705834
-25.883914,27.7031
-25.891557,27.674657
-26.1096,27.6663
-26.1093,27.6689
-25.60833,26.13611
-26.0238,27.7039
-25.8413,27.71
-25.8395,27.7087
-25.9039,27.8813
-25.9709,28.2816
-25.9502,28.2693
-26.1343,27.6508
-25.709639,26.237944
-26.0367,27.6833
-25.7035,26.0167
-26.053944,27.684139
-26.00719,27.40818
-26.00754,27.408
-25.9643,28.2588
-26.101,27.6592
-25.9473,27.5637
-25.907972,28.069889
-25.7115,28.0252
-26.0844,27.6439
-25.920917,28.2655
-26.0679,28.2823
-26.0743,27.5885
-26.0983,27.6164
-25.5904,26.0356
-25.5949,26.0384
-26.095,27.657
-26.107639,27.652222
-26.107639,27.652222
-26.107639,27.652222
-26.109278,27.653
-26.107639,27.652222
-26.0844,27.588
-26.0854,27.5912
-26.0865,27.5893
-25.911667,27.428333
-25.922889,27.408056
-25.890083,27.473917
-25.6521,25.9956
-26.1051,27.6664
-26.1062,27.6634
-26.1062,27.6635
-26.003889,27.851389
-26.003,27.850833
-26.046889,27.421111
-26.028278,27.916389
-26.051,27.6254
-25.9896,27.6084
-26.0017,27.5945
-26.0034,27.5995
-26.0088,27.6
-26.0255,27.4294
-25.966667,28.316667
-25.993333,28.3677
-25.9279,28.3555
-26.0307,27.6975
-25.8904,28.2097
-25.9542,28.3564
-25.9542,28.3564
-25.8859,28.211
-25.8859,28.211
-25.8859,28.211
-25.8859,28.211
-25.8656,28.2016
-26.0642,27.5118
-26.0768,27.6684
-25.988,28.3682
-25.8968,28.3645
-26.1073,27.5671
-25.9352,28.3147
-25.9907,28.3704
-26.10853,27.66421
-26.0554,27.535
-26.0554,27.535
-25.8361,26.5967
-25.7782,27.795
-25.7791,27.7961
-25.7777,27.7959
-25.6195,26.1399
-25.8771,27.6667
-25.6431,26.0256
-26.10669,27.66711
-25.707248,28.043614
-26.058833,27.427306
-26.13263,27.66489
-26.1431,27.6385
-26.0858,27.658
-25.812,27.7639
-25.537454,26.012331
-25.8591,27.6633
-25.9224,27.5759
-25.963917,28.22625
-25.962222,28.223806
-25.9785,27.7439
-25.88058,28.32946
-25.9097,28.3632
-25.717056,27.815778
-25.8829,28.33197
-25.8178,27.8574
-25.8177,27.8575
-25.815583,28.054833
-25.83185,27.889733
-25.737583,27.994556
-25.954389,27.670694
-25.999722,28.24075
-25.725694,28.034889
-25.732389,28.037111
-25.728222,28.034083
-25.727972,28.039722
-26.0857,27.6553
-25.8014,27.8646
-26.067694,27.842194
-26.0878,27.6601
-26.114,27.6612
-26.1034,27.6414
-26.1034,27.6414
-25.9957,28.3676
-25.919,27.479273
-25.9786,28.362
-25.9945,27.482361
-25.994528,27.482444
-25.994972,27.484028
-25.982861,27.504056
-25.981778,27.505722
-25.972389,27.500806
-25.9783,28.364
-26.0094,27.7167
-26.0094,27.7167
-26.0613,27.5921
-26.0635,27.5927
-26.038,27.894889
-25.8942,27.4697
-25.8821,27.6085
-25.949528,27.808361
-25.951083,27.807083
-25.8754,27.6287
-25.875,27.63
-25.8948,27.5998
-26.0034,27.8721
-26.008889,27.6755
-26.096191,27.649038
-25.8124,27.7354
-25.80758,27.7346
-26.3375,28.008333
-26.525,28.866667
-26.566667,27.991667
-26.566667,27.991667
-26.60544,28.29148
-26.383333,27.133333
-26.141667,28.516667
-26.5,28.75
-26.404167,28.083333
-26.5,28.75
-26.7,28.45
-26.45,28.33333
-26.475,28.541667
-26.472222,28.55
-26.25,27.5
-26.515278,28.138889
-26.425,28.241667
-26.590417,28.393056
-26.683333,28.033333
-26.470833,28.563889
-26.48333,28.13333
-26.5305,28.691
-26.5,28.75
-26.55,27.966667
-26.330556,27.940278
-26.425,27.233333
-26.509194,28.065778
-26.116667,27.433333
-26.111111,27.45
-26.608333,27.108333
-26.30556,28.20833
-26.295833,27.152778
-26.286111,28.230556
-26.175,27.45
-26.175,27.45
-26.31666,27.05
-26.65,27.216667
-26.308333,28.225
-26.208333,27.599444
-26.575,27.111111
-26.577778,27.125
-26.17667,27.46947
-26.176667,27.469444
-26.638889,27.986111
-26.566667,28.541667
-26.4436,28.7816
-26.636111,27.959722
-26.790278,28.45
-26.301389,28.225
-26.62778,27.11667
-26.58889,27.11667
-26.791667,28.080556
-26.616667,27.915278
-26.530556,26.991667
-26.216667,28.527778
-26.220833,28.522222
-26.3,27.683333
-26.306944,27.116667
-26.65,27.116667
-26.808333,28.066667
-26.633333,27.116667
-26.266667,27.608333
-26.213889,27.502778
-25.99826,27.30663
-25.99826,27.30663
-26.197222,28.6
-26.133333,27.458333
-25.943056,27.247222
-26.6547,28.0993
-25.905556,27.033333
-26.5375,28.104167
-26.57482,27.11355
-26.208333,27.594444
-25.9644,27.291
-26.199972,28.482972
-26.191667,27.538889
-26.366111,27.169444
-26.366111,27.169444
-26.291667,27.184722
-25.961111,27.283333
-25.961111,27.283333
-26.6631,27.9475
-25.920833,26.976389
-26.622222,27.950387
-26.14856,28.52661
-26.18081,28.53031
-26.074444,27.494444
-26.291667,28.458333
-26.480556,27.15
-26.6375,27.0875
-26.258333,27.166667
-26.35,28.683333
-26.1275,28.318056
-26.483333,28.055556
-26.241667,27.725
-26.74856,28.36017
-26.558333,28.420833
-26.51318,28.37702
-26.298611,28.229167
-26.649389,27.993667
-26.400419,27.740203
-26.4904,28.0539
-26.6439,27.0986
-26.475,28.061111
-26.475,28.061111
-26.363889,27.941667
-26.580694,27.133333
-25.958333,27.211111
-26.644444,28.05
-26.383333,27.216667
-26.5,28.083333
-26.4864,28.0525
-26.197222,27.976389
-26.522222,28.019444
-26.552778,28.075
-26.337222,28
-26.543056,28.461389
-26.416667,28.333333
-26.008333,27.05
-26.1531,27.8032
-26.548611,28.5
-26.62069,27.95638
-26.191667,27.947222
-26.183333,27.458333
-26.183333,27.458333
-26.297222,28.229167
-26.008333,27.075
-25.98546,27.07288
-25.9856,27.0667
-25.997222,27.071
-25.993056,27.068056
-26.301389,28.230556
-26.175,27.458333
-26.175,27.458333
-26.616667,28.734722
-26.366667,27.916667
-26.561111,28.508333
-26.766667,28.1
-26.3332,27.9296
-26.2,27.566667
-26.2,27.566667
-26.2,27.566667
-26.370833,27.366667
-26.341667,28.009167
-26.5,26.99875
-26.2901,28.2405
-26.352778,27.116667
-26.358333,27.116667
-26.177778,27.466667
-26.177778,27.466667
-26.297222,28.241667
-26.2848,28.2224
-26.277778,28.236111
-26.183333,27.444444
-26.141667,27.433333
-25.927778,27.136111
-25.954167,27.130556
-26.316667,28.233333
-26.341667,28.001389
-26.577778,27.963889
-26.577778,27.963889
-26.595833,27.958333
-26.595833,27.958333
-26.595833,27.958333
-26.595833,27.958333
-26.608333,27.941667
-26.627222,28.015278
-26.633333,28.016667
-26.5811,28.4707
-26.05317,27.06924
-26.525,28.008333
-26.258333,28.616667
-26.175,28.523611
-26.2683,28.6388
-26.5227,28.0062
-26.5227,28.0062
-26.294444,28.211111
-26.297222,28.223611
-26.076389,27.084444
-26.0695,27.3199
-26.058333,27.316667
-26.494444,28.583333
-26.225,27.625
-26.259,27.6022
-26.494444,28.025
-26.558833,28.100222
-26.607167,28.241306
-26.555417,28.189917
-26.590056,28.179194
-26.238889,27.616667
-26.238889,27.618056
-26.5,28.366667
-26.422222,28.108333
-26.575,27.988889
-26.585806,27.986833
-26.576917,27.988361
-26.578472,27.983694
-26.582361,27.993111
-26.577222,27.985361
-26.582,27.993278
-26.579694,27.994611
-26.508333,28.141667
-26.508333,28.141667
-26.438889,27.977778
-26.563722,27.988361
-26.563722,27.988361
-26.566667,27.980556
-26.566667,27.977778
-26.575472,27.992111
-26.275,28.244444
-26.649972,27.966667
-26.278056,28.16
-26.274167,28.167778
-26.275556,28.159444
-26.191667,27.45
-26.6375,27.991667
-26.275,28.166667
-26.225,27.642222
-26.708611,27.93
-26.508333,27.122222
-26.45,28.75
-26.39,27.58925
-26.340639,28.278583
-26.422222,28.083333
-26.324444,28.291667
-26.583333,27.941667
-26.04927,27.30755
-26.109694,27.493111
-26.2889,27.2163
-26.29181,27.77786
-27.861111,26.625
-27.083306,26.683306
-26.24116,27.61669
-26.2423,27.6161
-28.25,27.25
-26.4125,27.1
-26.291667,27.13333
-26.0979,27.4571
-26.146944,27.480278
-26.513889,27.981944
-26.513889,27.981944
-26.4834,28.054
-26.409722,27.084444
-26.6066,27.949
-26.476389,27.061111
-26.2076,27.5521
-26.8076,27.2
-26.273333,27.643889
-26.273333,27.423889
-26.007778,27.075
-26.805556,28.343028
-26.560694,27.12375
-26.494722,28.025
-26.611111,27.075
-26.28456,28.598109
-26.122222,27.45
-26.588889,28.280556
-26.1578,28.5308
-26.505556,28.090278
-26.501389,28.102778
-26.501389,28.102778
-26.483333,27.1
-26.5712,28.0069
-26.586333,28.387639
-26.25,27.5
-26.088111,27.434306
-26.088111,27.434306
-26.076667,27.084444
-26.076667,27.084444
-26.076667,27.084444
-26.076667,27.084444
-26.076667,27.084444
-26.476111,27.146111
-26.502778,27.119444
-26.604389,27.928611
-26.605556,27.933333
-26.575,28.375
-26.371861,28.484417
-26.393,28.487944
-26.389,28.73675
-26.5486,27.1495
-26.216667,28.04033
-26.2145,27.54
-26.0883,27.4495
-26.7624,27.9395
-26.738139,28.300022
-26.53026,28.31418
-26.561111,28.166667
-26.511083,28.520083
-26.3905,28.653
-26.4405,28.7642
-25.984278,27.024
-25.9859,27.0472
-26.2143,27.1783
-26.4075,28.0338
-26.642417,28.146083
-26.035381,27.139583
-26.0765,27.3006
-26.0765,27.3006
-26.2911,28.2408
-26.0572,27.3075
-26.2884,28.2463
-26.2889,28.2116
-26.2939,28.2276
-26.52778,28.133333
-25.906667,27.005278
-26.442389,28.627111
-26.3338,28.235
-26.5209,28.091
-26.5212,28.0937
-26.5217,28.0962
-26.5258,28.0956
-26.5209,28.091
-26.5209,28.091
-26.049056,27.324972
-26.38359,28.37985
-26.132,27.116
-26.283333,27.15
-26.533333,28.1
-26.035028,28.393167
-26.43,28.1382
-26.221167,28.119806
-26.472222,27.146111
-26.354167,28
-25.9705,27.1961
-26.54444,28.56667
-26.50159,28.12898
-26.132,27.116
-25.925,26.975
-26.740528,28.163306
-26.516667,27.933333
-26.622,27.9498
-26.341667,28.0125
-26.133333,27.433333
-26.341667,28.008333
-26.341667,28.008333
-26.21103,27.50756
-26.4905,27.1247
-26.5133,28.0004
-26.5113,27.9988
-26.5094,27.9972
-26.5076,27.9956
-26.5123,27.9996
-26.5094,27.9972
-26.5133,28.0004
-26.605556,27.933333
-26.5967,27.9408
-26.594444,27.075
-26.483333,27.133333
-25.97886,27.04549
-26.2882,28.229
-26.3812,28.7528
-26.808333,28.008333
